Entry	Entry Name	Protein names	Gene Names	Organism	Organism (ID)	Length	Reviewed	Annotation	AlphaFoldDB	Taxonomic lineage	subphylum	class	order	family	genus	domain	group	anchor
A0A2I0M767	A0A2I0M767_COLLI	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	RECQL5 A306_00006318	Columba livia (Rock dove)	8932	1046	unreviewed	4.0	A0A2I0M767;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Neoaves (clade), Columbimorphae (clade), Columbiformes (order), Columbidae (family), Columba (genus)	Craniata	Aves	Columbiformes	Columbidae	Columba	euk	euk	
A0A9Q1HQT0	A0A9Q1HQT0_CONCO	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	COCON_G00210930	Conger conger (Conger eel) (Muraena conger)	82655	1125	unreviewed	4.0	A0A9Q1HQT0;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Elopocephalai (clade), Elopocephala (clade), Elopomorpha (clade), Anguilliformes (order), Congridae (family), Congrinae (subfamily), Conger (genus)	Craniata	Actinopteri	Anguilliformes	Congridae	Conger	euk	euk	
A0A1J7JBZ5	A0A1J7JBZ5_9PEZI	ATP-dependent DNA helicase (EC 5.6.2.4)	CONLIGDRAFT_655298	Coniochaeta ligniaria NRRL 30616	1408157	702	unreviewed	3.0	A0A1J7JBZ5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Sordariomycetidae (subclass), Coniochaetales (order), Coniochaetaceae (family), Coniochaeta (genus), Coniochaeta ligniaria (species)	Pezizomycotina	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	euk	euk	
A0A5M3MCW5	A0A5M3MCW5_CONPW	ATP-dependent DNA helicase (EC 5.6.2.4)	CONPUDRAFT_110321	Coniophora puteana (strain RWD-64-598) (Brown rot fungus)	741705	898	unreviewed	3.0	A0A5M3MCW5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Boletales (order), Coniophorineae (suborder), Coniophoraceae (family), Coniophora (genus), Coniophora puteana (species)	Agaricomycotina	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	euk	euk	
A0A484MLE7	A0A484MLE7_9ASTE	DNA 3'-5' helicase (EC 5.6.2.4)	CCAM_LOCUS30652	Cuscuta campestris	132261	1195	unreviewed	3.0	A0A484MLE7;	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), lamiids (clade), Solanales (order), Convolvulaceae (family), Cuscuteae (tribe), Cuscuta (genus), Cuscuta subgen. Grammica (subgenus), Cuscuta sect. Cleistogrammica (section)	Streptophytina	Magnoliopsida	Solanales	Convolvulaceae	Cuscuta	euk	euk	
A0A7L4D0M8	A0A7L4D0M8_9AVES	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	Recql5 EURGUL_R01015	Eurystomus gularis	325343	1006	unreviewed	4.0	A0A7L4D0M8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Neoaves (clade), Telluraves (clade), Coraciimorphae (clade), Coraciiformes (order), Coraciidae (family), Eurystomus (genus)	Craniata	Aves	Coraciiformes	Coraciidae	Eurystomus	euk	euk	
A0A7K8FHZ7	A0A7K8FHZ7_9CORV	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	Recql5 STRCIN_R01699	Struthidea cinerea	181839	1005	unreviewed	4.0	A0A7K8FHZ7;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Neoaves (clade), Telluraves (clade), Australaves (clade), Passeriformes (order), Corvoidea (superfamily), Corcoracidae (family), Struthidea (genus)	Craniata	Aves	Passeriformes	Corcoracidae	Struthidea	euk	euk	
A0A167VJU6	A0A167VJU6_9HYPO	DNA 3'-5' helicase (EC 5.6.2.4)	SPI_04243	Niveomyces insectorum RCEF 264	1081102	1932	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Cordycipitaceae (family), Niveomyces (genus), Niveomyces insectorum (species)	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Niveomyces	euk	euk	
A0A8C3EA22	A0A8C3EA22_CORMO	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	RECQL5	Corvus moneduloides (New Caledonian crow)	1196302	1138	unreviewed	4.0	A0A8C3EA22;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Neoaves (clade), Telluraves (clade), Australaves (clade), Passeriformes (order), Corvoidea (superfamily), Corvidae (family), Corvus (genus)	Craniata	Aves	Passeriformes	Corvidae	Corvus	euk	euk	
A0A2T2NB03	A0A2T2NB03_CORCC	DNA 3'-5' helicase (EC 5.6.2.4)	BS50DRAFT_532006	Corynespora cassiicola Philippines	1448308	1761	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Corynesporascaceae (family), Corynespora (genus), Corynespora cassiicola (species)	Pezizomycotina	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynespora	euk	euk	
A0A7K5TRJ2	A0A7K5TRJ2_CEPOR	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	Recql5 CEPORN_R04711	Cephalopterus ornatus (Amazonian umbrellabird)	114276	1006	unreviewed	4.0	A0A7K5TRJ2;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Neoaves (clade), Telluraves (clade), Australaves (clade), Passeriformes (order), Cotingidae (family), Cephalopterus (genus)	Craniata	Aves	Passeriformes	Cotingidae	Cephalopterus	euk	euk	
A0A851P2U8	A0A851P2U8_9GALL	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	Recql5 PENPIL_R00396	Penelope pileata	1118817	1003	unreviewed	4.0	A0A851P2U8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Galloanserae (superorder), Galliformes (order), Cracidae (family), Penelope (genus)	Craniata	Aves	Galliformes	Cracidae	Penelope	euk	euk	
A0A9N9QXU8	A0A9N9QXU8_9NEOP	DNA 3'-5' helicase (EC 5.6.2.4)	DIATSA_LOCUS3711	Diatraea saccharalis (sugarcane borer)	40085	1189	unreviewed	3.0	A0A9N9QXU8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Amphiesmenoptera (superorder), Lepidoptera (order), Glossata (suborder), Neolepidoptera (infraorder), Heteroneura (parvorder), Ditrysia (clade), Obtectomera (clade), Pyraloidea (superfamily), Crambidae (family), Crambinae (subfamily), Diatraea (genus)	Hexapoda	Insecta	Lepidoptera	Crambidae	Diatraea	euk	euk	
A0A7N0TXR1	A0A7N0TXR1_KALFE	DNA 3'-5' helicase (EC 5.6.2.4)		Kalanchoe fedtschenkoi (Lavender scallops) (South American air plant)	63787	1180	unreviewed	3.0	A0A7N0TXR1;	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), Saxifragales (order), Crassulaceae (family), Kalanchoe (genus)	Streptophytina	Magnoliopsida	Saxifragales	Crassulaceae	Kalanchoe	euk	euk	
A0A9P6EME4	A0A9P6EME4_9AGAR	DNA 3'-5' helicase (EC 5.6.2.4)	CPB83DRAFT_785416	Crepidotus variabilis	179855	1176	unreviewed	3.0	A0A9P6EME4;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Agaricineae (suborder), Crepidotaceae (family), Crepidotus (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	euk	euk	
A0A8C8VXH9	A0A8C8VXH9_PERMB	RecQ-like DNA helicase BLM (EC 5.6.2.4) (DNA 3'-5' helicase BLM)		Peromyscus maniculatus bairdii (Prairie deer mouse)	230844	1413	unreviewed	5.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Cricetidae (family), Neotominae (subfamily), Peromyscus (genus), Peromyscus maniculatus (species)	Craniata	Mammalia	Rodentia	Cricetidae	Peromyscus	euk	euk	
A0A7M4E150	A0A7M4E150_CROPO	RecQ-like DNA helicase BLM (EC 5.6.2.4) (DNA 3'-5' helicase BLM)	BLM	Crocodylus porosus (Saltwater crocodile) (Estuarine crocodile)	8502	1466	unreviewed	5.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Crocodylia (order), Longirostres (clade), Crocodylidae (family), Crocodylus (genus)	Craniata		Crocodylia	Crocodylidae	Crocodylus	euk	euk	
A0A7K5HVN3	A0A7K5HVN3_CROSL	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	Recql5 CROSUL_R10664	Crotophaga sulcirostris (Groove-billed ani)	33598	1003	unreviewed	4.0	A0A7K5HVN3;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Neoaves (clade), Otidimorphae (clade), Cuculiformes (order), Crotophagidae (family), Crotophaga (genus)	Craniata	Aves	Cuculiformes	Crotophagidae	Crotophaga	euk	euk	
A0A9P5CLV9	A0A9P5CLV9_CRYP1	ATP-dependent DNA helicase (EC 5.6.2.4)	M406DRAFT_265118	Cryphonectria parasitica (strain ATCC 38755 / EP155)	660469	540	unreviewed	2.0	A0A9P5CLV9;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Sordariomycetidae (subclass), Diaporthales (order), Cryphonectriaceae (family), Cryphonectria-Endothia species complex (no rank), Cryphonectria (genus), Cryphonectria parasitica (species)	Pezizomycotina	Sordariomycetes	Diaporthales	Cryphonectriaceae	Cryphonectria	euk	euk	
A0A316YTU9	A0A316YTU9_9BASI	DNA 3'-5' helicase (EC 5.6.2.4)	FA10DRAFT_246485	Acaromyces ingoldii	215250	1003	unreviewed	3.0	A0A316YTU9;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Exobasidiomycetes (class), Exobasidiales (order), Cryptobasidiaceae (family), Acaromyces (genus)	Ustilaginomycotina	Exobasidiomycetes	Exobasidiales	Cryptobasidiaceae	Acaromyces	euk	euk	
A0AAX4KSA1	A0AAX4KSA1_9TREE	DNA 3'-5' helicase (EC 5.6.2.4)	V865_007395	Kwoniella europaea PYCC6329	1423913	1274	unreviewed	3.0	A0AAX4KSA1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Kwoniella (genus), Kwoniella europaea (species)	Agaricomycotina	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	euk	euk	
B6AJ53	B6AJ53_CRYMR	ATP-dependent DNA helicase (EC 5.6.2.4)	CMU_020340	Cryptosporidium muris (strain RN66)	441375	997	unreviewed	3.0	B6AJ53;	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Alveolata (clade), Apicomplexa (phylum), Conoidasida (class), Coccidia (subclass), Eucoccidiorida (order), Eimeriorina (suborder), Cryptosporidiidae (family), Cryptosporidium (genus), Cryptosporidium muris (species)		Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	euk	euk	
A0A7L4K466	A0A7L4K466_9AVES	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	Recql5 CEUAER_R06231	Ceuthmochares aereus	1961834	1004	unreviewed	4.0	A0A7L4K466;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Neoaves (clade), Otidimorphae (clade), Cuculiformes (order), Cuculidae (family), Ceuthmochares (genus)	Craniata	Aves	Cuculiformes	Cuculidae	Ceuthmochares	euk	euk	
A0AAV6M911	A0AAV6M911_9ROSI	DNA 3'-5' helicase (EC 5.6.2.4)	RECQL4A SDJN03_24558	Cucurbita argyrosperma subsp. sororia	37648	1247	unreviewed	3.0	A0AAV6M911;	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), fabids (clade), Cucurbitales (order), Cucurbitaceae (family), Cucurbiteae (tribe), Cucurbita (genus), Cucurbita argyrosperma (species)	Streptophytina	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	euk	euk	
A0A9P4GCZ0	A0A9P4GCZ0_9PLEO	ATP-dependent DNA helicase (EC 5.6.2.4)	K460DRAFT_289020	Cucurbitaria berberidis CBS 394.84	1168544	724	unreviewed	3.0	A0A9P4GCZ0;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Cucurbitariaceae (family), Cucurbitaria (genus), Cucurbitaria berberidis (species)	Pezizomycotina	Dothideomycetes	Pleosporales	Cucurbitariaceae	Cucurbitaria	euk	euk	
A0A182QZN3	A0A182QZN3_9DIPT	ATP-dependent DNA helicase Q4 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ4) (DNA helicase, RecQ-like type 4) (RecQ protein-like 4)		Anopheles farauti	69004	2078	unreviewed	4.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Diptera (order), Nematocera (suborder), Culicomorpha (infraorder), Culicoidea (superfamily), Culicidae (family), Anophelinae (subfamily), Anopheles (genus), Cellia (subgenus), Neomyzomyia (clade), punctulatus species complex (no rank)	Hexapoda	Insecta	Diptera	Culicidae	Anopheles	euk	euk	
