accession,gene,organism,taxid,subphylum,class,order,family,genus,length,reviewed,structure_source,afdb_version,mean_plddt,is_reference_proteome,structure_path,paralog_label
E3Q2W0,PIF1,Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola),645133,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,839,unreviewed,AFDB,6,62.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-E3Q2W0-F1-model_v6.cif,
F7VS34,PIF1,Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell),771870,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,932,unreviewed,AFDB,6,58.72,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-F7VS34-F1-model_v6.cif,
G8BSI5,TPHA0D01660,Tetrapisispora phaffii (strain ATCC 24235 / CBS 4417 / NBRC 1672 / NRRL Y-8282 / UCD 70-5) (Yeast) (Fabospora phaffii),1071381,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,748,unreviewed,AFDB,6,66.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-G8BSI5-F1-model_v6.cif,
H8XAL7,PIF1,Candida orthopsilosis (strain 90-125) (Yeast),1136231,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,933,unreviewed,AFDB,6,56.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-H8XAL7-F1-model_v6.cif,
J3NIB7,20341457,Gaeumannomyces tritici (strain R3-111a-1) (Wheat and barley take-all root rot fungus) (Gaeumannomyces graminis var. tritici),644352,Pezizomycotina,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,784,unreviewed,AFDB,6,64.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-J3NIB7-F1-model_v6.cif,
K9GB17,PIF1,Penicillium digitatum (strain PHI26 / CECT 20796) (Green mold),1170229,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,720,unreviewed,AFDB,6,66.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-K9GB17-F1-model_v6.cif,
N1J746,PIF1,Blumeria graminis f. sp. hordei (strain DH14) (Barley powdery mildew) (Oidium monilioides f. sp. hordei),546991,Pezizomycotina,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,830,unreviewed,AFDB,6,61.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-N1J746-F1-model_v6.cif,
Q6CQY1,RRM3,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica),284590,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,707,unreviewed,AFDB,6,67.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-Q6CQY1-F1-model_v6.cif,
Q756M1,RRM3,Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii),284811,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,691,unreviewed,AFDB,6,72.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-Q756M1-F1-model_v6.cif,
Q7RXT1,PIF1,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),367110,Pezizomycotina,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,931,unreviewed,AFDB,6,58.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-Q7RXT1-F1-model_v6.cif,
S0E8T2,PIF1,Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) (Bakanae and foot rot disease fungus) (Fusarium fujikuroi),1279085,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,821,unreviewed,AFDB,6,62.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-S0E8T2-F1-model_v6.cif,
S3DLT2,PIF1,Glarea lozoyensis (strain ATCC 20868 / MF5171),1116229,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea,931,unreviewed,AFDB,6,58.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-S3DLT2-F1-model_v6.cif,
W3WI34,PIF1,Pestalotiopsis fici (strain W106-1 / CGMCC3.15140),1229662,Pezizomycotina,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Pestalotiopsis,915,unreviewed,AFDB,6,58.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-W3WI34-F1-model_v6.cif,
W6QMY6,PIF1,Penicillium roqueforti (strain FM164),1365484,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,764,unreviewed,AFDB,6,64.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-W6QMY6-F1-model_v6.cif,
A0A0B4FVA9,MAN_02140,Metarhizium anisopliae (strain ARSEF 549),3151832,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,856,unreviewed,AFDB,6,59.84,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0B4FVA9-F1-model_v6.cif,
A0A3N4JMV7,L873DRAFT_1569971,Choiromyces venosus 120613-1,1336337,Pezizomycotina,Pezizomycetes,Pezizales,Tuberaceae,Choiromyces,682,unreviewed,AFDB,6,68.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A3N4JMV7-F1-model_v6.cif,
A0A8H4CLQ5,GCG54_00005947,Colletotrichum gloeosporioides (Anthracnose fungus) (Glomerella cingulata),474922,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,904,unreviewed,AFDB,6,60.53,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H4CLQ5-F1-model_v6.cif,
A0ACB6V604,PIF1,Geotrichum galactomycetum,27317,Saccharomycotina,Dipodascomycetes,Dipodascales,Dipodascaceae,Geotrichum,779,unreviewed,MISSING_predict_with_AF3,,,,,
A0ACB6V835,PIF1,Geotrichum galactomycetum,27317,Saccharomycotina,Dipodascomycetes,Dipodascales,Dipodascaceae,Geotrichum,768,unreviewed,MISSING_predict_with_AF3,,,,,
A0ACC1RAE9,PIF1,Lecanicillium saksenae,468837,Pezizomycotina,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,846,unreviewed,MISSING_predict_with_AF3,,,,,
A0A2P5HGU5,PIF1,Diaporthe helianthi,158607,Pezizomycotina,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,523,unreviewed,AFDB,6,76.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2P5HGU5-F1-model_v6.cif,
A0A3E2GT96,B7463_g12002,Scytalidium lignicola (Hyphomycete),5539,Pezizomycotina,Leotiomycetes,,,Scytalidium,930,unreviewed,AFDB,6,59.59,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A3E2GT96-F1-model_v6.cif,
A0A9P8F6U8,KCU98_g17622,Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum),46634,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,900,unreviewed,AFDB,6,61.72,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P8F6U8-F1-model_v6.cif,
A0ACB5SA82,g3055,Neofusicoccum parvum,310453,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,730,unreviewed,MISSING_predict_with_AF3,,,,,
A0ACC3YGM8,PIF1,Colletotrichum truncatum (Anthracnose fungus) (Colletotrichum capsici),5467,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,893,unreviewed,MISSING_predict_with_AF3,,,,,
A0ACD3Z1H8,PIF1,Fusarium solani subsp. cucurbitae (Neocosmosporum cucurbitae),2747967,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,850,unreviewed,MISSING_predict_with_AF3,,,,,
J6EEG6,YHR031C,Saccharomyces kudriavzevii (strain ATCC MYA-4449 / AS 2.2408 / CBS 8840 / NBRC 1802 / NCYC 2889) (Yeast),226230,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,721,unreviewed,AFDB,6,68.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-J6EEG6-F1-model_v6.cif,
A0A2U9QZ99,PIF1,Pichia kudriavzevii (Yeast) (Issatchenkia orientalis),4909,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Pichia,925,unreviewed,AFDB,6,61.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2U9QZ99-F1-model_v6.cif,
A0A376BAK2,PIF1,Saccharomycodes ludwigii,36035,Saccharomycotina,Saccharomycetes,Saccharomycodales,Saccharomycodaceae,Saccharomycodes,818,unreviewed,AFDB,6,65.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A376BAK2-F1-model_v6.cif,
A0A7H9HUR2,RRM3,Torulaspora globosa,48254,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,676,unreviewed,AFDB,6,70.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A7H9HUR2-F1-model_v6.cif,
A0A9N9W2U8,CSOL1703_00009253,Clonostachys solani,160281,Pezizomycotina,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,836,unreviewed,AFDB,6,61.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9N9W2U8-F1-model_v6.cif,
A0A9W4RWK1,CGXH109_LOCUS71195,Colletotrichum noveboracense,2664923,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,906,unreviewed,AFDB,6,60.47,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W4RWK1-F1-model_v6.cif,
A0ACC1N0K5,PIF1,Zarea fungicola,93591,Pezizomycotina,Sordariomycetes,Hypocreales,Cordycipitaceae,Zarea,843,unreviewed,MISSING_predict_with_AF3,,,,,
A0ACC2HQW4,PIF1,Boeremia exigua,749465,Pezizomycotina,Dothideomycetes,Pleosporales,Didymellaceae,Boeremia,791,unreviewed,MISSING_predict_with_AF3,,,,,
A0A0V1Q2Z0,PIF1,Debaryomyces fabryi,58627,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Debaryomyces,788,unreviewed,AFDB,6,64.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0V1Q2Z0-F1-model_v6.cif,
A0A559MKX1,pif1_1,Lachnellula willkommii,215461,Pezizomycotina,Leotiomycetes,Helotiales,Lachnaceae,Lachnellula,927,unreviewed,AFDB,6,59.66,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A559MKX1-F1-model_v6.cif,
A0A642UMB7,PIF1,Diutina rugosa (Yeast) (Candida rugosa),5481,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Diutina,626,unreviewed,AFDB,6,75.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A642UMB7-F1-model_v6.cif,
A0A642V5E7,PIF1,Trichomonascus ciferrii,44093,Saccharomycotina,Dipodascomycetes,Dipodascales,Trichomonascaceae,Trichomonascus,689,unreviewed,AFDB,6,68.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A642V5E7-F1-model_v6.cif,
A0A8H4T4I9,PIF1,Fusarium gaditjirri,282569,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,550,unreviewed,AFDB,6,76.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H4T4I9-F1-model_v6.cif,
A0A8H5WXE6,PIF1,Fusarium heterosporum,42747,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,570,unreviewed,AFDB,6,74.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5WXE6-F1-model_v6.cif,
A0AAD9SP23,PIF1,Diaporthe amygdali (Fusicoccum amygdali),1214568,Pezizomycotina,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,507,unreviewed,AFDB,6,78.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD9SP23-F1-model_v6.cif,
A0ABR1QZN4,PIF1,Apiospora marii,335849,Pezizomycotina,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Apiospora,508,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR1X8H1,PIF1,Apiospora hydei,1337664,Pezizomycotina,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Apiospora,508,unreviewed,MISSING_predict_with_AF3,,,,,
A0ACA9Y7U7,PIF1,[Candida] jaroonii,467808,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Yamadazyma,750,unreviewed,MISSING_predict_with_AF3,,,,,
A0ACA9YCX0,PIF1,[Candida] jaroonii,467808,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Yamadazyma,710,unreviewed,MISSING_predict_with_AF3,,,,,
A0ACC1PT71,PIF1,Xylaria curta,42375,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,1102,unreviewed,MISSING_predict_with_AF3,,,,,
A0ACC3TRB3,PIF1,Lipomyces orientalis,1233043,Saccharomycotina,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,849,unreviewed,MISSING_predict_with_AF3,,,,,
M3JT10,PIF1,Candida maltosa (strain Xu316) (Yeast),1245528,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,550,unreviewed,AFDB,6,84.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-M3JT10-F1-model_v6.cif,
A0A0P7BLB4,PIF1,Neonectria ditissima,78410,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,553,unreviewed,AFDB,6,76.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0P7BLB4-F1-model_v6.cif,
A0A1L0BLG4,PIF1,Sungouiella intermedia,45354,Saccharomycotina,Pichiomycetes,Serinales,Metschnikowiaceae,Sungouiella,746,unreviewed,AFDB,6,66.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1L0BLG4-F1-model_v6.cif,
A0A1U7LSY4,NEOLI_004011,Neolecta irregularis (strain DAH-3),1198029,Taphrinomycotina,Neolectomycetes,Neolectales,Neolectaceae,Neolecta,1360,unreviewed,MISSING_predict_with_AF3,,,,,
A0A2T0FMF4,PIF1,Wickerhamiella sorbophila,45607,Saccharomycotina,Dipodascomycetes,Dipodascales,Trichomonascaceae,Wickerhamiella,748,unreviewed,AFDB,6,63.34,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2T0FMF4-F1-model_v6.cif,
A0A395J7K7,PIF1,Monilinia fructigena,38457,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,673,unreviewed,AFDB,6,62.78,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A395J7K7-F1-model_v6.cif,
A0A5E8BI10,PIF1,Magnusiomyces paraingens,2606893,Saccharomycotina,Dipodascomycetes,Dipodascales,Dipodascaceae,Magnusiomyces,702,unreviewed,AFDB,6,67.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5E8BI10-F1-model_v6.cif,
A0A9P5HJJ0,PIF1,Cylindrodendrum hubeiense,595255,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrodendrum,858,unreviewed,AFDB,6,81.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P5HJJ0-F1-model_v6.cif,
A0AA35JJF7,SKDI08G0740,Saccharomyces kudriavzevii (strain ATCC MYA-4449 / AS 2.2408 / CBS 8840 / NBRC 1802 / NCYC 2889) (Yeast),226230,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,721,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABY2H3J9,CCMA1212_005992,Trichoderma ghanense,65468,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,880,unreviewed,MISSING_predict_with_AF3,,,,,
A0ACA9TUV3,PIF1,Clonostachys rosea f. rosea IK726,1349383,Pezizomycotina,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,799,unreviewed,MISSING_predict_with_AF3,,,,,
A0ACC0QR54,PIF1,Fusarium keratoplasticum,1328300,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,850,unreviewed,MISSING_predict_with_AF3,,,,,
A0ACC1RL04,PIF1,Fusarium decemcellulare,57161,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,794,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABQ7RA53,KL946_005047,Ogataea haglerorum,1937702,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,666,unreviewed,MISSING_predict_with_AF3,,,,,
C4Y757,CLUG_03991,Clavispora lusitaniae (strain ATCC 42720) (Yeast) (Candida lusitaniae),306902,Saccharomycotina,Pichiomycetes,Serinales,Metschnikowiaceae,Clavispora,640,unreviewed,AFDB,6,73.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-C4Y757-F1-model_v6.cif,
C4YNB1,CAWG_01367,Candida albicans (strain WO-1) (Yeast),294748,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,596,unreviewed,AFDB,6,77.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-C4YNB1-F1-model_v6.cif,
A0A8J5QH60,J8A68_004426,[Candida] subhashii,561895,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Spathaspora,715,unreviewed,MISSING_predict_with_AF3,,,,,
A0A0V1Q0J3,AC631_02188,Debaryomyces fabryi,58627,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Debaryomyces,688,unreviewed,AFDB,6,70.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0V1Q0J3-F1-model_v6.cif,
A0A2V1AIT0,CXQ87_000493,Candidozyma duobushaemuli,1231522,Saccharomycotina,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,2734,unreviewed,MISSING_predict_with_AF3,,,,,
A0A9P8P3R0,OGATHE_003294,Ogataea polymorpha,460523,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,666,unreviewed,AFDB,6,72.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P8P3R0-F1-model_v6.cif,
A0AAD5BCG9,KGF57_003887,Candida theae,1198502,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,643,unreviewed,AFDB,6,74.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD5BCG9-F1-model_v6.cif,
A0ABQ7S1B0,KL940_000670,Pichia angusta (Yeast) (Hansenula polymorpha),870730,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,666,unreviewed,MISSING_predict_with_AF3,,,,,
B9WKK1,Cd36_25080,Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841) (Yeast),573826,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,588,unreviewed,AFDB,6,78.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-B9WKK1-F1-model_v6.cif,
C4R014,PAS_chr2-1_0228,Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris),644223,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Komagataella,736,unreviewed,AFDB,6,68.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-C4R014-F1-model_v6.cif,
A0A1D8PRM6,CAALFM_CR00060CA,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),237561,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,618,unreviewed,AFDB,6,76.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1D8PRM6-F1-model_v6.cif,
A0A8H8D8N2,I9W82_005584,Candida metapsilosis,273372,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,645,unreviewed,AFDB,6,73.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H8D8N2-F1-model_v6.cif,
H8WVI4,CORT_0A00660,Candida orthopsilosis (strain 90-125) (Yeast),1136231,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,643,unreviewed,AFDB,6,73.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-H8WVI4-F1-model_v6.cif,
K0KZ61,BN7_5996,Wickerhamomyces ciferrii (strain ATCC 14091 / BCRC 22168 / CBS 111 / JCM 3599 / NBRC 0793 / NRRL Y-1031 F-60-10) (Yeast) (Pichia ciferrii),1206466,Saccharomycotina,Saccharomycetes,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,747,unreviewed,AFDB,6,67.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-K0KZ61-F1-model_v6.cif,
W1QFA7,HPODL_00179,Ogataea parapolymorpha (strain ATCC 26012 / BCRC 20466 / JCM 22074 / NRRL Y-7560 / DL-1) (Yeast) (Hansenula polymorpha),871575,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,666,unreviewed,AFDB,6,73.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-W1QFA7-F1-model_v6.cif,
A0A1G4KQ33,RRM3,Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1) (Yeast) (Pichia pastoris),981350,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Komagataella,691,unreviewed,AFDB,6,69.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1G4KQ33-F1-model_v6.cif,
A0A9P8T4U6,OGAPHI_004507,Ogataea philodendri,1378263,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,668,unreviewed,AFDB,6,73.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P8T4U6-F1-model_v6.cif,
A5DRR3,LELG_00049,Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus),379508,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Lodderomyces,668,unreviewed,AFDB,6,70.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A5DRR3-F1-model_v6.cif,
G8BBJ1,CPAR2_800580,Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis),578454,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,643,unreviewed,AFDB,6,73.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-G8BBJ1-F1-model_v6.cif,
G8YJN4,Piso0_003648,Pichia sorbitophila (strain ATCC MYA-4447 / BCRC 22081 / CBS 7064 / NBRC 10061 / NRRL Y-12695) (Hybrid yeast),559304,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Millerozyma,677,unreviewed,AFDB,6,71.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-G8YJN4-F1-model_v6.cif,
Q6BNW6,DEHA2E18458g,Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii),284592,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Debaryomyces,688,unreviewed,AFDB,6,69.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-Q6BNW6-F1-model_v6.cif,
A0A074S981,PIF1,Rhizoctonia solani 123E,1423351,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,634,unreviewed,AFDB,6,72.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A074S981-F1-model_v6.cif,
A0A081CCF7,PIF1,Moesziomyces antarcticus (Yeast) (Pseudozyma antarctica),84753,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Moesziomyces,793,unreviewed,AFDB,6,62.34,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A081CCF7-F1-model_v6.cif,
A0A0B7FZH9,PIF1,Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani),1108050,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,623,unreviewed,AFDB,6,72.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0B7FZH9-F1-model_v6.cif,
A0A0B7G372,PIF1,Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani),1108050,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,809,unreviewed,AFDB,6,64.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0B7G372-F1-model_v6.cif,
A0A0D0VFI3,PIF1,Cryptococcus deuterogattii Ram5,1296110,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,669,unreviewed,AFDB,6,71.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0D0VFI3-F1-model_v6.cif,
A0A0D6ENE9,SPOSA6832_02946,Sporidiobolus salmonicolor (Yeast-like fungus) (Sporobolomyces salmonicolor),5005,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,733,unreviewed,AFDB,6,65.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0D6ENE9-F1-model_v6.cif,
A0A0K3C6U0,PIF1,Rhodotorula toruloides (Yeast) (Rhodosporidium toruloides),5286,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,681,unreviewed,AFDB,6,65.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0K3C6U0-F1-model_v6.cif,
A0A0K6FND2,PIF1,Rhizoctonia solani,456999,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,1059,unreviewed,AFDB,6,70.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0K6FND2-F1-model_v6.cif,
